15	 => #Facebook s'intéresse à ses amis les annonceurs, pas aux vôtres via @moderateur #fb #reseauxsociaux http://ow.ly/6EK2y	figurative
16	la rencontre #DSK #Banon a duré pas loin de 2H30 DSK a repris du poil de la bête #face2face #ejacfaciale oupas http://www.gala.fr/l_actu/on_ne_parle_que_de_ca/le_face_a_face_entre_tristane_banon_et_dsk_a_bien_eu_lieu_242639	figurative
17	Guaino est en train de nous dire que Sarkozy est un révolutionnaire. En fait, Che Sarkoza dirige la France. #ONPC 	figurative
18	“@lemondefr: Le milliardaire #Soros soutient les "indignés" de Wall Street http://lemde.fr/pszJ12 ?  ? 	figurative
19	Et très critiqués par le #PS tu veux bien factchecker les déplacements de Sarkozy aussi qu'on rigole un peu ;o) 	figurative
20	Non, c'est Élodie Gossuin le garçon, pas Valérie Bègue ! #SansContrefaçon  #DALS	figurative
21	Kadhafi est mort tué d'une balle. C'est moche la guerre. Je suis contre la guerre. #bhl 	figurative
22	Arf ! // Je suis pas certain que ça soit autorisé par le réglement de Google Adsense ça @AdSenseFR http://yeca.eu/169a	figurative
23	À ce qu'il parait la pression sur Mme Marois serait forte Hein? Sérieusement? Pas vu ça venir. C'est récent? http://www.cyberpresse.ca/actualites/quebec-canada/politique-quebecoise/201110/25/01-4461121-des-deputes-esperent-la-demission-de-marois.php?utm_categorieinterne=trafficdrivers_contenuinterne=cyberpresse_B4_manchettes_231_accueil_POS1	figurative
24	@epelboin c est vrai que le cnt soutenu par Sarkozy a fait des déclarations tellement plus inspirées en Libye... 	figurative
25	Quoi? Anonymous n'a rien fait à Facebook au final? Tiens je suis surpris didonc 	figurative
26	DSK dénonce un "lynchage médiatique" et demande à être entendu #Carlton Il l'a pas du tout cherché en plus http://bit.ly/seYj7d	figurative
27	Remercie son fils qui me permet d'optimiser ma nuit pour et me tenir au courant des affaires du monde #insomnie #zombie #Berlusconi 	figurative
28	#Journéedelagentillesse mais en attendant vous ne votez pas. Génial. http://www.concours-justin-bieber.com/LoveStuna.html	figurative
29	tient à rappeler à #Yannick_Noah que le #cyclisme est un sport propre : les aiguilles sont nettoyées à chaque utilisation #dopage 	figurative
30	Il manque le mot-clic #ironie :) RT @Vince75015 Les agences de notation ne font pas de la politique http://www.lemonde.fr/idees/article/2011/11/21/les-agences-de-notation-ne-font-pas-de-la-politique_1606167_3232.html	figurative
31	Confié sa vie privée sur Facebook c'est comme confié sa petite soeur à DSK, très risqué 	figurative
32	parce que @DanielRatthe, au fond, il a été élu pour sa personne, pas pour le parti (ou son projet), évidemment. http://www.cyberpresse.ca/actualites/quebec-canada/politique-quebecoise/201111/24/01-4471212-comme-legault-ratthe-croit-que-la-souverainete-nest-plus-au-coeur-des-priorites.php	figurative
33	ce qui est bien c'est que @MariahCarey elle fait pas trop potiche t'sais. http://www.youtube.com/watch?v=fGFNmEOntFAetfeature=youtu.be	figurative
34	et pendant ce temps là notre presse libre est sujette à d'obscures pressions! un coup des Roms ça encore! Gueant on a besoin de vous 	figurative
35	#Sarkozy demande aux joueurs et au staff de l' #OM de surveiller leurs fréquentations #Fouquetstyle http://bit.ly/rItm7Y	figurative
36	@AntiParisien100 Ce qui est bien, c'est que tu montres plus ta haine du PSG que ton amour de l'OM. T'es un supporter toi, un VRAI ! 	figurative
37	Demain #Marzouki pourra recuperer ses anciennes lunettes !! Elles lui correspondent quand meme mieux!!! #TnAC 	figurative
38	Morandini revient sur l'affaire Zahia ce soir sur direct8 6 semaine après les faits ! Comme pour le blog , toujours a la bourre ?! 	figurative
39	Toute ma reconnaissance à Nicolas #SARKOZY, qui a vaillamment empêché une #inflation du #gaz. À peine 4,4% ! () 	figurative
40	Dans son clip Mariah Carey elle aurait dut mettre une robe encore plus courte, bah ouais je trouve qu'elle est pas assez courte 	figurative
41	Heureusement, il y a de vrais journalistes, objectifs, pour rétablir la vérité vraie! #SophiaAram http://bit.ly/w5WyqF	figurative
42	Evra capitaine, grosse blague, ça rappelle plein de super souvenirs aux Français ! 	figurative
43	Les pauvres ! !!!! #Syrie: les observateurs harcelés, selon leur premier rapport http://bit.ly/y8Ynpg	figurative
44	Rencontre avec Dodo La Saumure : «Je ne connais pas #DSK, mais j'aurais aimé le rencontrer » http://bit.ly/xsc2yb #carlton	nonfigurative
45	Ce n'est pas parce que l'on est riche, connu et puissant que l'on peut tout sperme mettre ! #DSK	figurative
46	Galère du dimanche matin: sur DSK,Marthe, 6 ans : "il veut faire des calins à tout le monde, pourquoi il pas être président?". Parce que!	nonfigurative
47	2011 année noire pour la PQR, seuls 2 quotidiens régionaux n'ont pas vu leurs ventes baisser… Tout le "palmarès" ici : http://bit.ly/yFuLml	nonfigurative
48	"Le procès civil de l'affaire #DSK, dans le Bronx, n'aura pas lieu avant fin 2012 ou début 2013" (un des avocats)	nonfigurative
49	Heureusement que le candidat n'est pas DSK car les lettres DSK sur cet objet (distribué au Bourget) ç'eût été bizarre	nonfigurative
50	@nadine__morano Demain, je me lèverai pour une heure de philosophie ... L'extase! Est-ce que vous affectionniez cette matière ? 	figurative
51	A voir ce soir sur Fr3 l'excellent doc sur l'affaire du #Carlton #dsk @France3tv: L'affaire du Carlton : doc. Inedit http://nord-pas-de-calais.france3.fr/info/carlton--un-documentaire-inedit-sur-france-3-72159701.html	nonfigurative
52	C'est pas le programme de DSK !  Marine Le Pen: "j'ai écouté les 60 propositions de #Hollande: rien sur le libre-échangisme"	figurative
53	:) Quel beau mandat que celui de Sarkozy ! République irréprochable, le chômage à 5%, des dépenses publiques maîtrisés ! 	figurative
54	Je me disais aussi, une soirée sur TF1 avec Nikos sans Johnny Hallyday, c'est pas une vraie soirée TF1 #loose #NMA 	figurative
55	que dieu bénisse gannouchi qui a sorti le peuple tunisien de l'obscurité à la lumière #ennahda #tunisie 	figurative
56	@mbockcote un homme de gauche devant des quasi extrémistes de droite, vous n'avez pas peur de vous faire lapider ? 	figurative
57	Roumanoff qui raille les questions policées de Delahousse et Chazal devant Bruce Toussaint qui vient de mettre Morano en valeur. #E1 	figurative
58	Guéant le philosophe, Guéant l'orateur, Guéant le spécialiste de la com, Guéant le diplomate. Sacré Guéant! 	figurative
59	Oh y'a Nadine Morano qui m'a débloqué ! Elle a cru que j'étais sérieuse en commençant mon tweet par "Nadine Morano a raison.." ? 	figurative
60	J'adore voir @Melechon2012 victime de la #greve devoir annuler un déplacement à cause d' @airfrancefr http://www.20minutes.fr/presidentielle/876484-hollande-evite-circonscription-lang-melenchon-victime-greve	figurative
61	pour une surprise, c'est une surprise... “@Salahshou: Christine Boutin renonce... Et se rallie à Sarkozy! C'est étonnant! #2012” 	figurative
62	Quoi! @Nicolassarkozy a eu une propo de Timeline avant tout le monde?!Ça va le faire gagner, c'est certain! http://2012.minutebuzz.com/2012/02/15/facebook-equipe-sarkozy-timeline/	figurative
63	De l'utilité des métadonnées : la mer de l'affiche de NS est la mer Egée, en Grèce... via @Slatefr http://www.slate.fr/france/50163/FRANCE-PRESIDENTIELLE-affiche-campagne-grece-nicolas-sarkozy	figurative
64	Décidément #Sarkozy , fais pas d'affiche hein ça ne te réussit pas. #Grèce #Egée #Guéant #UMPanique #FH2012 http://labatailledesimages.blog.lemonde.fr/2012/02/16/la-mer-de-nicolas-sarkozy-est-grecque/	figurative
65	Quel scoop de dingue Carla Bruni et Nicolas Sarkozy s'embrasse !! http://www.ozap.com/actu/nicolas-sarkozy-au-20h-de-tf1-des-images-off-d-un-baiser-avec-carla-bruni-fuitent-sur-le-web/439432	figurative
66	Ce matin pour semer des photographes, #DSK n'a pas hésité à foncer en sens interdit au volant de sa mini. #gareauxpv	nonfigurative
67	Je me demande si en 2012 Nicolas Sarkozy ne rêve pas de la campagne de Chirac de 1995... 	figurative
68	Henry et Anelka s'accrochent à leur prime du Mondial : C'est un demi-mois de salaire quand même ! http://goo.gl/hOtk1	figurative
69	Poutine promet un réarmement massif de la Russie. Faire fabriquer par le peuple les armes qui serviront à sa propre répression. 	figurative
70	et ben, @n_km a choisi sa ligne de porte parole : entre mensonge (Hulot) et calomnie (DSK). Cà ne vous grandit pas, Madame. #NKM	nonfigurative
71	Grave : On cherche à détourner votre attention en vous poussant à attaquer Ennahdha. Le vrai problème : Ben Ali est en fuite! 	figurative
72	Quand DSK ne voulait pas «rater» les journalistes «tous des pourris». http://bit.ly/xTCfZA	nonfigurative
73	DSK n'adore pas les journalistes http://www.arretsurimages.net/vite.php?id=13226 #litote #touspourris	nonfigurative
74	La garde à vue de DSK terminée, pas de mise en examen http://bit.ly/yR4LJf	nonfigurative
75	VIDEO #DSK ressort libre après 34h de garde à vue à #Lille - #carlton http://nord-pas-de-calais.france3.fr/evenements/webactus/	nonfigurative
76	Le 28 mars mise en examen pour proxénétisme aggravé et recel d’abus de biens sociaux. #DSK #AUBRY #MARRAKECH #fh2012 http://bit.ly/x0EIHy 05	nonfigurative
77	Garde à vue de #DSK terminée, pas de mise en examen avant mars http://www.lefigaro.fr/flash-actu/2012/02/22/97001-20120222FILWWW00517-la-garde-a-vue-de-dsk-terminee-pas-de-mise-en-examen.php	nonfigurative
78	RMC : DSK n'en a pas fini avec la justice: Dominique Strauss-Kahn est sorti libre, mercredi, de sa longue garde ... http://bit.ly/y1IcLi	nonfigurative
79	Le #changement c est maintenant ! l'échangisme c est maintenant mais attention à pas se faire gauller #dsk	figurative
80	Sarkozy: Hollande n'était "pas le candidat que les socialistes voulaient, ils voulaient DSK": ... http://j.mp/zq0VcU #Maroc #Maghreb	nonfigurative
81	Sarkozy : "Ce n'est pas Hollande que le PS voulait, c'est DSK !" http://bit.ly/yqVXPm	nonfigurative
82	Nicolas #Sarkozy : "Ce n'est pas Hollande que le PS voulait, c'est DSK !" http://www.lepoint.fr/tiny/1-1434676 via @LePoint	nonfigurative
83	#Sarkozy: les socialistes voulaient DSK, pas le "rigolo" d' #Hollande. http://www.ladepeche.fr/article/2012/02/24/1291286-sarkozy-le-ps-voulait-dsk-pas-hollande-le-rigolo.html	nonfigurative
84	Selon Sarkozy: "le PS voulait DSK,pas Hollande le rigolo". Une chose est sûre,les Français ne veulent plus de "Sarko le demago" #FH2012	nonfigurative
85	“@FASHIZBLACK_Mag: Twitter n'y va pas de main morte avec Jenifer ce soir... qui auriez-vous vu à sa place ?? #TheVoice” Shy'm lol 	figurative
86	"La voix de Hollande" pour une émission française. Make sense ! RT @ecrans TF1 :« The Voice » of son maître http://bit.ly/Aum2wx	figurative
87	Sarkozy s'est attaqué à la femme de François Hollande, François Hollande rassuré "tant que c'est pas DSK ça va."	figurative
88	Tous ceux qui dénigrent Sarkozy sont des terroristes ! ou des cons ! #Twitter en est plein alors ! Médias, réveillez-vous,ça suffit! 	figurative
89	On en est rendu là? Gazer nos jeunes? /Si qqn dérange, il faut tjrs le neutraliser, non? http://bit.ly/ADVQCG	figurative
90	NON NON NON l'UMP n'est toujours pas raciste. Guéant non plus. Non non non. #droiteextrême #extrêmedroite http://www.lemonde.fr/politique/article/2012/03/02/gueant-si-on-recoit-moins-d-immigres-les-choses-se-passeront-mieux_1651344_823448.html	figurative
91	Hollande est candidat suite au pbl de DSK et il espère être élu par antisarkosysme. La France n'a pas besoin d'un Président par défaut !	nonfigurative
92	@msfaustine28 Je suis chez NUMERICABLE x) Ces nombreux moments de haine dans la vie, comme quand Lauren a disparu de la série 	figurative
93	Les joueurs de XV de France ont de la chance là maintenant tout de suite. N.Sarkozy est avec eux dans les vestiaires. 	figurative
94	Ah au fait, Bravo Poutine, élu avec 60% des voix c'est assez dingue quand même, tlm doit l'aimer en Russie 	figurative
95	c'est vrai que ça n'est pas sarkozy qui a placé DSK au FMI ?	figurative
96	L'avantage quand tu joue l' #EuropaLeague c'est que tu es sur que tu subiras pas les commentaires de #CJP le mardi ou mercredi #OM 	figurative
97	Vous pensez quoi de l'affaire DSK? Coupable ou innocent? Mme diallo myto ou pas? #fouinysondage	nonfigurative
98	A Cambridge, DSK n’est pas le bienvenu: Entre l’affaire du Sofitel et celle du Carlton, Dominique Strauss-Kahn... http://bit.ly/wbxcdx	nonfigurative
99	Voilà le nouveau rayonnement de la France à l'étranger. Merci #Sarkozy. Chapeau bas l'artiste. via @slatefr http://www.slate.fr/lien/51203/sarkozy-xenophobe-time	figurative
100	#ONPC Hollande, démaguo ? ah bon ??? certains à gauche l'appellent la girouette, je me demande pourquoi. Le roi du madison (baroin) 	figurative
101	Je reve, #Copé dit qu'avec les 75% les riches iront chez les avocats fiscaliste. Euh, Copé est justement un avocat d'affaires. #onpc 	figurative
102	Quelle déception RT@julienbellver: Dominique de Villepin se retire de la campagne et appellera à voter Sarkozy selon Le Parisien 	figurative
103	"Notre pays va très bien" dixit Copé. Bah oui, carrément ! Tout va pour le mieux dans le meilleur des mondes #ONPC 	figurative
104	Le banquier Mathieu Pigasse à propos de N. Sarkozy : « C'est bon de se sentir aimé ». http://dai.ly/AkpU7z	figurative
105	Quand @NicolasSarkozy attaque DSK, @anne_sinclair tranche dans le vif : "Ça ne mérite même pas qu'on y réponde". http://www.canalplus.fr/c-infos-documentaires/pid2438-c-le-boucan-du-jour.html?vid=607915 #LGJ	nonfigurative
106	Après la polémique avec Franck Louvrier, Laurence Ferrari redevient une grande journaliste http://goo.gl/kn2K6	figurative
107	#NS préfère être entre #Canteloup et #Nikos plutôt qu'entre #FH et #AMerkel, on le comprend... @Europe1	figurative
108	Depardieu dans le rôle de DSK : "Je ne l'aime pas, donc je vais le faire" http://www.lemonde.fr/societe/article/2012/03/14/depardieu-dans-le-role-de-dsk-je-ne-l-aime-pas-donc-je-vais-le-faire_1669124_3224.html#xtor=AL-32280258 via @lemondefr	nonfigurative
109	Nouvelles saillies de Gérard Depardieu sur une télévision suisse : "Je n'aime pas trop les Français..." (vidéo) http://bit.ly/zKvQ0Z	nonfigurative
110	Depardieu n'aime pas DSK et les Français http://bit.ly/zmyF6J	nonfigurative
111	Gérard Depardieu jouera DSK parce qu'il "ne l'aime pas" http://bit.ly/xamjGF	nonfigurative
112	Quand soudain, l'évidence. C'est pas Depardieu qui devrait jouer DSK dans un film, c'est Bernard Tapie.	nonfigurative
113	Ça tombe bien, Nicolas Sarkozy devait reprendre sa campagne aujourd'hui. Quel hasard ! 	figurative
114	Sarkozy risque donc d'être réélu grâce à DSK + Toulouse, 2 faits divers comme on en a JAMAIS eu auparavant. Comment tu veux pas être parano?	nonfigurative
115	Sarkozy a eu au plus faible moment de son mandat 2 fait divers de ouf: DSK et Toulouse. Comment ne pas être parano sur sa réélection!	nonfigurative
116	Dc la campagne a recommencé? RT @confidentiels Sarkozy promet une lutte "tous azimuts contre les sites illégaux" http://bit.ly/GGbsIq	figurative
117	Déjà ? RT “@renaudrevel: Valérie Trierweiler met un terme à son émission sur Direct 8 - L'EXPRESS http://www.lexpress.fr/actualite/media-people/media/valerie-trierweiler-met-un-terme-a-son-emission-sur-direct-8_1097520.html"	figurative
118	DSK mis en examen pour proxénétisme en bande organisée. Je ne sais pas s'il est PC mais pour la justice apparemment il est MAC...	figurative
119	Sarkozy demande à Al-Jazeera de ne pas diffuser les vidéos de Toulouse. En échange, il leur file celles de #DSK au Carlton. #gagnantgagnant	figurative
120	Bientôt 1 1/2 h de debats. Le camp #dsk sous le feu des questions du juge. Les avocats de N Diallo n'ont pas encore dit un mot... #immunité	nonfigurative
121	Le juge tacle avocat de #dsk. Vous êtes ok pour dire que ce qui s'est passé avec N Diallo n'est pas la mission 1re d'un chef du FMI ? #ouch	nonfigurative
122	Le coup de grâce ? Le juge hausse le ton : pourquoi #DSK n'a pas invoqué l'immunité ds la procédure pénale ?	nonfigurative
123	Je ne comprends toujours pas comment le programme de Sarkozy a pu passer de la djellaba de Mohamed Merah au slip de DSK.	nonfigurative
124	Poutine, ce héro http://www.slate.fr/grand-format/poutine-laventurier-russe-26761	figurative
125	L’affaire Carlton prend une tournure politique - POLITIQUE - France 3 Régions - France 3: http://bit.ly/Hr5LL5 via @AddThis #FHollande #DSK	nonfigurative
126	Sarkozy: une "erreur de donner si largement la parole dans les médias" au père de Merah. Faut dire que ça empiète pas mal sur l'affaire DSK.	figurative
127	DSK n'est pas un libertin mais un homme brutal http://bit.ly/HqgvN6 A lire sur @courrierinter	nonfigurative
128	Bravo Paris, l'an prochain vous gagnez la Ligue des champions ! Sinon fait chier nancy prend 3 points, et débarque à Dijon samedi... 	figurative
129	Nicolas Sarkozy, vu par François Hollande : "Lui qui est si réservé, presque timide" http://bit.ly/HoiRM5	figurative
130	Quelle classe ce Sarkozy #ELLEscpo http://iphone.elle.fr/Societe/News/Sarkozy-annule-son-intervention-a-Sciences-Po-NKM-chahutee-1980506	figurative
131	Qui veut aménager dans ces charmands villages ? :D http://www.rue89.com/rue89-presidentielle/2012/04/05/dans-ces-villages-de-haute-marne-vote-fn-et-ne-saime-pas-230635	figurative
132	Sarkozy ce génie! http://www.francetv.fr/info/sarkozy-a-la-concorde-le-15-avril-un-meeting-un-peu-trop-improvise_80839.html	figurative
133	#Balkans #voyage Le Monténégro ? c'est pas là bas ou ils enlevent des gens et trafic organe avec? j'ai vu un film sur ça sur TF1 #LU 	figurative
134	Affaire Banon-DSK : Hollande affirme ne pas connaître les faits "dans le détail" http://www.lemonde.fr/dsk/article/2011/07/05/affaire-banon-dsk-hollande-ne-connait-pas-les-faits-dans-le-detail_1544788_1522571.html#xtor=AL-32280258 via @lemondefr	nonfigurative
135	"@lemondefr: Hollande refuse un grand entretien au "Figaro" http://lemde.fr/HDCpNd" Quel grand homme ! 	figurative
136	: #Guéant inaugure sa permanence à Boulogne rue Georges #Sorel, 1 célèbre #marxiste boulonnais qui doit se retourner dans sa tombe 	figurative
137	"Plus trop de place à la déconnade puérile ou au délire !" L'analyse fine et pertinente d'un expert. http://www.webactus.net/webactus/12465-facebook-est-en-grand-danger-et-maintenant-tout-le-monde-le-sait/	figurative
138	#catherinebarma Et sinon comment va Nestor ?  #ruquier #morandini	figurative
139	Avec Arthaud tous ensemble dans la rue, faisons bruler les voitures, les Fnac, la bourse, à mort la sécurité ! #DPDA 	figurative
140	DSK n'aurait sans doute pas commis l'erreur mexicaine de Hollande car elle signe son inexpérience en Relations Internationales	nonfigurative
141	@DominicDesbiens @s_beausoleil @dechuck Doit être les 99% de nonriches qui ne sont pas touchés Merci Google pour la justice sociale 	figurative
142	François #Hollande n'a pas dénoncé les abus sexuels de DSK, pas protégé Tristane Banon : voilà un homme, un vrai.	figurative
143	@LadyNinie97 Ahh d'accord ! J'espère que t'as voté Hollande :p 	figurative
144	BFM TV à l'instant : "Ce matin DSK a glissé également son bulletin dans l'urne." J'ai ri, je ne sais pas pourquoi. Les nerfs sans doute.	nonfigurative
145	hollande sera un président très charismatique euuuuuuhhhhh 	figurative
146	Hollande et Sarkozy au second tours, on s'attendez pas a ça 	figurative
147	bravo M. Copé! “@FlorianC: Sur TF1, Copé tout content de compter les voix du FN de son côté : "la droite est à 48%".” 	figurative
148	L'effet papillon. — Le second tour aurait été différent si DSK n'avait pas tiré un coup et si Mohammed Merah n'avait pas tiré sept coups.	nonfigurative
149	@NicolasSarkozy propose 3 débats entre les deux tours, Hollande va enfin pouvoir nous montrer toute sa splendeur. 	figurative
150	Objectif de @stephaneguillon se racheter et obtenir l'amnistie pour 5 années de méchanceté http://www.ozap.com/actu/zapping-stephane-guillon-appelle-a-voter-nicolas-sarkozy/440518	figurative
151	Tandis que #Hollande s'échauffe pour le 2ème round, le gouvernement de la #Hollande démissionne. de l'histoire. http://www.lemonde.fr/europe/article/2012/04/23/pays-bas-le-gouvernement-va-remettre-sa-demission-a-la-reine_1689850_3214.html	figurative
152	Sarkozy : "Je ne veux pas d'une gauche qui voulait mettre #DSK à l'Elysée...". Pas comme s'il l'avait soutenu pour sa nomination au FMI :p	nonfigurative
153	"Je n'accepterai pas de leçons de morale d'une gauche qui voulait installer DSK à l'Elysée" dit celui qui l'a installé au FMI.	nonfigurative
154	A un moment dans cette journée, j'ai dû choisir entre François Hollande et Sebastien Tellier #lavie 	figurative
155	haha! Tariq Ramadam appelle à voter Sarkozy http://www.tariqramadan.com/VOTEZ-NICOLAS-SARKOZY,11948.html	figurative
156	Tariq #Ramadan : "Pour sauver la France, votez #Sarkozy" http://dlvr.it/1V1tzj	figurative
157	Vous avez déjà vu la femme de Gilbert Montagné ? Lui non plus.  #Morandini	figurative
158	"Je ne pensais pas qu'ils iraient aussi loin" accuse #DSK. Sans en dire plus sur ce "ils".> http://lelab.europe1.fr/t/theorie-du-complot-dominique-strauss-kahn-ne-pensait-pas-qu-ils-iraient-si-loin-2168 (via The @Guardian)	nonfigurative
159	DSK croit au complot. C'est vrai qu'une femme de chambre qui le trouve beau et qui ne connait même pas Dodo la Saumure, c'était louche !	figurative
160	Les déclarations de DSK démontre aux éventuels nostalgiques qu'il n'avait vraiment pas l'étoffe d'un chef d'état. Nom d'une pipe !!	nonfigurative
161	Je ne suis pas NKM.En quoi l'intervention de DSK qui vise le camp de NS aurait-elle obligé FH à faire" diversion grossière" avec Kfi?	nonfigurative
162	La connerie de Dray avec #DSK fournit aux médias un prétexte pour ne pas parler de #Kadhafi / @mediapart	nonfigurative
163	Faire une fête dans un bar rue saint Denis sans penser à inviter dsk c'est impossible jvois pas ce que dr dray a fait de mal	figurative
164	Le Figaro - Flash Actu : DSK n'a pas donné d'interview au Guardian http://www.lefigaro.fr/flash-actu/2012/04/29/97001-20120429FILWWW00038-dsk-n-a-pas-donne-d-interview-au-guardian.php via @le_figaro	nonfigurative
165	Royal, Valls et Moscovici fuient pour ne pas croiser DSK. Avant ces gens étaient "amis". Mais ça, c'était avant... http://huff.to/IBgoep	nonfigurative
166	DSK n'a pas donné d'itw au Guardian et selon #LeMonde, la source Médiapart ne vaut pas l'euro qu'il demande pour lire leur article...	nonfigurative
167	Résumons : il est interdit de diner avec DSK par contre faire financer illégalement sa campagne par un dictateur pas de pb. #vivelaFrance	figurative
168	Très bon article de @PierreDeruelle: Pourquoi je voterai Nicolas Sarkozy le 06 mai 2012. http://www.pierrederuelle.com/pourquoi-je-voterai-nicolas-sarkozy-le-06-mai-2012/ #Sarkopipo figurative
169	Quelqu'un pour signaler à Sarkozy que l'affaire DSK 1. ne concerne pas le PS, 2. n'est pas un scandale d'État ? http://bit.ly/J1Pqyg #FH2012	nonfigurative
170	DSK n'est pas dans la campagne, il n'a pas à y revenir, de quelque manière que ce soit. #DimanchePlus #FH2012	nonfigurative
171	Hollande renvoie Dray et #DSK dans les cordes: "il n'a pas à être dans des images qui laisseraient entendre qu'il revient (dans la vie pol)"	nonfigurative
172	François #Hollande à Dimanche+ : #DSK "n'est plus dans la vie politique" et "n'a pas à y revenir" http://lemde.fr/zwDccP	nonfigurative
173	Hollande : #DSK n'a pas a revenir dans la campagne présidentielle http://lelab.europe1.fr/t/pour-hollande-dsk-n-a-pas-a-revenir-dans-la-campagne-2183 #crucifixion	nonfigurative
174	Hey @DSK, Nadine Morano fait une petite fête ce soir, vous ne voulez pas y aller? Vous y seriez tellement à votre place... pour une fois!!	nonfigurative
175	Selon plusieurs témoins présents hier a l'anniversaire de J.Dray des proches de Hollande ont salué DSK et n'ont pas chercher a fuir... (1)	nonfigurative
176	"Un Flanby, ça ne rentre pas dans un bulletin de vote" Heureusement que Wauquiez est là pour relever le niveau ! #antisarko 	figurative
177	François Hollande: "DSK n'est plus dans la vie politique française et n'a pas à y revenir" #affaireDSK http://www.jeanmarcmorandini.com/article-285785-francois-hollande-dsk-n-est-plus-dans-la-vie-politique-francaise-et-n-a-pas-a-y-revenir.html	nonfigurative
178	Si Hollande est élu, il serait capable de donner des responsabilités à DSK. Pourquoi pas la direction du FMI tant qu'on y est.	figurative
179	Affaire du Carlton de Lille: Pour DSK, les soirées libertines n'étaient pas organisées à son intention http://bit.ly/IM8xyZ	nonfigurative
180	Ce matin, partialité incroyable d'Eur 1 à 6h. Extraits NS pas FH, Copé et démenti sur Médiapart, DSK à toutes les sauces. Rien à autre camp	nonfigurative
181	Carlton de Lille : DSK assure avoir cru à du libertinage, pas de la prostitution http://bit.ly/Kqk3l0	nonfigurative
182	France Inter ce matin mettait sur le même plan le document de Mediapart et le dîner avec DSK, genre 1 partout. Pourtant pas la même chose.	nonfigurative
183	Présidentielle en direct: Sarkozy attaque Moscovici et Valls sur DSK... Hollande ne négociera pas avec Bayrou...... http://bit.ly/KqwLAd	nonfigurative
184	Forte tentation médiatique de mettre sur le mm plan DSK et le financement illégal de la campagne 07 de NS. Ce n'est pas du temps de parole.	nonfigurative
185	150 invités pour DSK et Thomas Hollande qui fait campagne pour son père y était, et F.Hollande le savait pas.Honte à vous de mentir.	nonfigurative
186	Royal qui quitte l'anniversaire de Dray parce que DSK est là... Ça va, vu ta gueule il va pas te violer hein...	nonfigurative
187	Si l'#UMP et @nk_m n'ont plus que DSK comme argument politique, alors on ne devrait pas avoir de problème #FH2012	nonfigurative
188	Ça c'est de l'argumentation et du vrai débat #presidentielle2012 #Hollande #Sarkozy #çavolehaut https://twitter.com/nicolassarkozy/status/197323873480491009	figurative
189	DSK n'échappera pas à un procès civil http://bit.ly/KoGVw7	nonfigurative
190	Face aux attaques sur l'anniv de Dray avec DSK, la gauche a eu la dignité de ne pas rappeler les voyages de Frédéric Mitterrand en Thaïlande	nonfigurative
191	Royal : Sarkozy ne «doit pas échapper à son bilan» F.hollande non plus, son bilan Corrézien? sa soirée de samedi pour DSK, car il a menti.	nonfigurative
